id,visitid,violation,details_id,obs
161394,6753664,42-01-4,18046317,Basic - Wet mop not stored in a manner to allow the mop to dry. In front of 3 compartment sink  **Warning**
161395,6753664,21-07-4,18046324,Basic - Wiping cloth chlorine sanitizing solution not at proper minimum strength. >200 ppm Corrected on Site:  100 ppm **Corrected On-Site** **Repeat Violation** **Warning**
161396,6753664,35A-04-4,18046326,"High Priority - Rodent activity present as evidenced by rodent droppings found.
* 1 Hard on floor under oven in back room with prep table
*1 hard on oven in back room with prep table
*3 hard on right side of hot water heater in room with 3 compartment sink 
*approximately 30 smaller dropping on floor in left side of hot water heater in room with 3 compartment sink 
 **Repeat Violation** **Warning**"
161397,6753664,22-06-4,18046331,"Intermediate - *Slicer blade soiled with old food debris.
*can opener 
*slicer
*reach in coolers, make stations and lids, and edges
*ice machine **Repeat Violation** **Warning**"
161398,6753664,02C-02-4,18046316,"Intermediate - Ready-to-eat, potentially hazardous (time/temperature control for safety) food prepared onsite and held more than 24 hours not properly date marked. In triple door SS refrigerator:  Potato Soup, chicken soup, cut cantaloupe  **Repeat Violation** **Warning**"
161748,6754198,35A-03-4,18046895,"Basic - Dead roaches on premises.
- 1 dead roach under table in dish room
- 1 dead roach on wall in dish room **Warning**"
161749,6754198,40-07-4,18046884,"Basic - Employee personal items stored with or above food, clean equipment and utensils, or single-service items.
Pillow on shelf in back storage room with canned foods. **Warning**"
161750,6754198,36-22-4,18046886,"Basic - Floor area(s) covered with standing water.
On floor in dish room.  **Warning**"
161751,6754198,08B-30-4,18046887,"Basic - Food stored in dry storage area not covered.
- Container of sugar on shelf near back door. **Warning**"
161752,6754198,36-14-4,18046891,"Basic - Grease  and soil residue accumulated in kitchen  and/or under cooking equipment.
- Throughout establishment. Specifically on dish room floor, on pipes in dish room, near door entrance to kitchen, along cove molding at back door. 

- wall above hand sink in kitchen soiled with grease/yellow residue

- wall in dish area soiled with black residue  **Warning**"
161753,6754198,36-24-5,18046896,"Basic - Hole in or other damage to wall.
Hole in wall under hand sink in dish room. **Warning**"
161754,6754198,10-20-4,18046889,Basic - In-use tongs stored on equipment door handle between uses. Manager moved tongs.  **Corrected On-Site** **Repeat Violation** **Warning**
161755,6754198,21-04-4,18046897,"Basic - In-use wet wiping cloth/towel used under cutting board.
Soiled, sticky cloth under cutting board.  **Warning**"
161756,6754198,23-05-4,18046883,"Basic - Soil residue build-up on nonfood-contact surface.
- inside spray nozzles at three compartment sink  **Warning**"
161757,6754198,08A-05-4,18046890,"High Priority - Raw animal food stored over ready-to-eat food.
Raw chicken and raw fish over ready to eat sauces. Manager moved meats.  **Corrected On-Site** **Warning**"
161758,6754198,35A-05-4,18046899,"High Priority - Roach activity present as evidenced by live roaches found.
- 1 live roach on wall under dish machine (carrying egg sack)
- 2 live roaches in crevasse on wall in dish area
- 2 live roaches in sticky trap under dish machine 
- 1 live roach under table in dish area
- 2 live roaches in sticky trap under hand sink in dish room

Pest control on site prior to end of inspection.  **Corrective Action Taken** **Warning**"
161759,6754198,22-20-4,18046898,Intermediate - Accumulation of black/green mold-like substance in the interior of the ice machine. **Repeat Violation** **Warning**
161760,6754198,31A-11-4,18046885,"Intermediate - Handwash sink used for purposes other than handwashing.
Employee rinsed rag in hand sink. Discussed with manager. **Corrective Action Taken** **Warning**"
161761,6754198,22-28-4,18046892,"Intermediate - Interior of reach-in cooler soiled with accumulation of food residue.
- Interior lid soiled with black residue.
- tracks for door of glass door cooler soiled  **Warning**"
161762,6754198,05-08-4,18046894,Intermediate - No probe thermometer provided to measure temperature of food products. **Warning**
161763,6754198,02C-02-4,18046893,"Intermediate - Ready-to-eat, potentially hazardous (time/temperature control for safety) food prepared onsite and held more than 24 hours not properly date marked.
Pork cooked two days prior. Chicken cooked the day prior. **Repeat Violation** **Warning**"
161764,6754198,53B-14-5,18046888,"Intermediate - Required employee training expired for some employees. To order approved program food safety material, call DBPR contracted provider:  Florida Restaurant and Lodging Association (SafeStaff) 866-372-7233.
Two certificates expired in September 2018. **Warning**"
163180,6618038,14-01-4,18068774,Basic - Bowl or other container with no handle used to dispense food. Observed plastic container used to dispense sugar. **Repeat Violation**
163181,6618038,23-06-4,18068773,"Basic - Build-up of food debris, dust or dirt on nonfood-contact surface. Dry shelving, under steam table, reach in cooler gaskets"
163182,6618038,36-32-5,18068771,"Basic - Ceiling/ceiling tile shows damage or is in disrepair. Observed a ceiling tile in disrepair, almost falling down in dry storage area."
163183,6618038,35A-03-4,18068759,Basic - Dead roaches on premises. Observed approximately 5 dead roaches in the corner of dry storage shelf.
163184,6618038,35A-20-4,18068776,Basic - Dead rodent present. Observed a dead rodent under shelving in dry storage contiguous to the kitchen area.
163185,6618038,14-38-4,18068782,Basic - Food storage container/container lid cracked or broken. Observed broken plastic container used to store grains  in dry storage.
163186,6618038,36-24-5,18068765,Basic - Hole in or other damage to wall. Observed 2 holes on the wall behind a shelf in dry storage area. **Repeat Violation**
163187,6618038,36-62-4,18068781,Basic - Light not functioning. Observed 2 ceiling lamps not functioning.
163188,6618038,08A-26-4,18068785,Basic - Raw animal food stored above unwashed produce. Observed shell eggs above unwashed produce in the reach in cooler next to kitchen front door.
163189,6618038,14-20-4,18068769,Basic - Ripped/worn tin foil used as food-contact shelf cover.
163190,6618038,25-05-4,18068783,Basic - Single-service articles improperly stored. Observed foam container box stored on the floor in the hallway that conducts to the restrooms.
163191,6618038,29-20-5,18068777,"Basic - Standing water or very slow draining water in handwash sink, three-compartment sink, or mop sink. Observed mop sink is clogged. Standing Water is not draining to the pipe."
163192,6618038,33-31-5,18068780,"Basic - Unnecessary items/unused equipment on the premises. Observed a lot of unnecessary items on premises ( front area, storage)"
163193,6618038,42-01-4,18068760,Basic - Wet mop not stored in a manner to allow the mop to dry.
163194,6618038,02D-01-5,18068786,Basic - Working containers of food removed from original container not identified by common name. Observed a plastic container with sugar not identify with the common name. **Repeat Violation**
163195,6618038,22-45-4,18068766,"High Priority - Food-contact surfaces not sanitized after cleaning, before use. Do not use equipment/utensils not properly sanitized. Observed employee washing dishes without sanitizing step."
163196,6618038,50-17-2,18068788,"High Priority - Operating with an expired Division of Hotels and Restaurants license. Establishment operating without a current license from the Division of Hotels and Restaurants. Operator must obtain a public food service license from the Division of Hotels and Restaurants. Submit the payment for  a license application and payment to DBPR/Bureau of Central Intake Unit, 2601 Blair Stone Rd., Tallahassee, FL 32399-0783.   Operator paid for the license while I was on the premises. **Corrected On-Site** **Repeat Violation**"
163197,6618038,03A-02-4,18068784,High Priority - Potentially hazardous (time/temperature control for safety) food cold held at greater than 41 degrees Fahrenheit.  Observed cooked turkey at 55°f in the kitchen.  Operator placed the turkey in the refrigerator. (According operator for less than 4 hrs). **Corrective Action Taken**
163198,6618038,35A-05-4,18068770,High Priority - Roach activity present as evidenced by live roaches found. Observed a live roach inside an empty food container in dry storage area. Also observed approximately 12  live roaches crawling under mixer in the kitchen area.
163199,6618038,35A-23-4,18068764,"High Priority - Roach excrement and/or droppings present. Observed approximately 30 roach excrements on dry storage shelf, under shelves and by the water heater located in dry storage."
163200,6618038,12A-02-4,18068779,"High Priority - Server handled soiled dishes or utensils and then picked up plated food, served food, or prepared a beverage without washing hands. Observed employee washing dishes and then, prepping food without handwashing."
163201,6618038,28-26-4,18068787,"High Priority - Sewage/wastewater backing up through floor drains. Observed wastewater backing up from the floor drain located under 3 compartment sink in the kitchen area when employee was trying to set up the sanitizer step. After closing the faucet and cleaned the area, water stayed on the drain floor."
163202,6618038,31A-02-4,18068772,Intermediate - Handwash sink not accessible for employee use due to being blocked by a fan and some other boxes . Observed handwash sink in the front area is blocked.
163203,6618038,22-28-4,18068767,Intermediate - Interior of reach-in cooler soiled with accumulation of food residue. Observed old food debris inside..
163204,6618038,16-35-4,18068763,Intermediate - No chlorine chemical test kit provided when using chlorine sanitizer at three-compartment sink/warewashing machine. **Repeat Violation**
163205,6618038,27-09-4,18068762,Intermediate - No cold running water at handwash sink in the front.
163206,6618038,31B-02-4,18068761,Intermediate - No paper towels or mechanical hand drying device provided at handwash sink. Handwash sink in the kitchen. Employee restocked the paper. **Corrected On-Site** **Repeat Violation**
163207,6618038,53B-01-5,18068768,"Intermediate - No proof of required state approved employee training provided for any employees. To order approved program food safety material, call DBPR contracted provider:  Florida Restaurant and Lodging Association (SafeStaff) 866-372-7233. check history, more than 1 year. **Repeat Violation**"
163208,6618038,31B-03-4,18068778,Intermediate - No soap provided at handwash sink. No soap in the handwash sink in the kitchen. **Repeat Violation**
163209,6618038,02C-02-4,18068775,"Intermediate - Ready-to-eat, potentially hazardous (time/temperature control for safety) food prepared onsite and held more than 24 hours not properly date marked. Observed cooked rice from yesterday morning 10/29 ( according employee from the kitchen)inside reach in cooler without date mark."
163223,6625216,32-09-4,18076940,Basic - A minimum of one bathroom facility is not available for public use. Observed establishment using it as an office and was told by operator was not accessible to guest
163224,6625216,23-15-4,18076943,Basic - Accumulation of food debris/soil residue on handwash sink.
163225,6625216,32-21-4,18076948,Basic - Bathroom door not self-closing.
163226,6625216,23-06-4,18076958,"Basic - Build-up of food debris, dust or dirt on nonfood-contact surface. Observed on all exterior attached equipments."
163227,6625216,23-25-4,18076936,Basic - Build-up of grease/dust/debris on hood filters.
163228,6625216,23-04-4,18076952,Basic - Build-up of mold-like substance on nonfood-contact surface by the 3 compartment sink
163229,6625216,13-03-4,18076950,Basic - Employee with no hair restraint while engaging in food preparation. **Repeat Violation**
163230,6625216,14-11-4,18076965,Basic - Equipment in poor repair. Observed reach in freezer lid broken
163231,6625216,08B-38-4,18076956,Basic - Food stored on floor. Observed container of chicken  and bag of onions on the floor . Operator removed  **Corrective Action Taken**
163232,6625216,36-14-4,18076939,Basic - Grease accumulated on kitchen floor and/or under cooking equipment
163233,6625216,14-69-4,18076937,Basic - Ice buildup in reach-in freezer.
163234,6625216,38-07-4,18076960,"Basic - Lights in food preparation, food storage or warewashing area missing the proper shield, sleeve coatings or covers. Throughout the kitchen"
163235,6625216,31B-04-4,18076966,Basic - No handwashing sign provided at a hand sink used by food employees. Observed no sign at kitchen or bathroom sink  **Repeat Violation**
163236,6625216,14-31-4,18076955,Basic - Nonfood-grade bags used in direct contact with food. Observed thank you bags used for pork storage in the reach in freezer  **Repeat Violation**
163237,6625216,35A-03-4,18076953,Basic - Observed approximately 30 plus Dead roaches on premises throughout the kitchen.  **Repeat Violation**
163238,6625216,25-32-4,18076951,Basic - Reuse of single-service articles. Observed pickles and chicken stored in soy sauce containers in the reach in cooler
163239,6625216,23-14-4,18076942,Basic - Shelf under preparation table soiled with food debris.
163240,6625216,42-01-4,18076954,Basic - Wet mop not stored in a manner to allow the mop to dry.
163241,6625216,21-12-4,18076941,Basic - Wet wiping cloth not stored in sanitizing solution between uses. Observed towel throughout the kitchen  **Repeat Violation**
163242,6625216,02D-01-5,18076964,Basic - Working containers of food removed from original container not identified by common name. Observed container of flour/ sugar/ rice  etc
163243,6625216,50-08-7,18076963,"High Priority - Establishment operating without a license from the Division of Hotels and Restaurants. Operator must obtain a public food service license from the Division of Hotels and Restaurants within 30 days. Submit a license application and payment to DBPR/Bureau of Central Intake Unit, 2601 Blair Stone Rd., Tallahassee, FL 32399-0783.  To apply online or obtain an application for license visit http://www.myfloridalicense.com/DBPR/hotels-restaurants/"
163244,6625216,14-15-4,18076946,High Priority - Nonfood-grade containers used for food storage - direct contact with food. Observed rice storage in a garbage container
163245,6625216,08A-05-4,18076962,High Priority - Raw animal food stored over ready-to-eat food. Observed raw beef over cooked pork / shrimp in the reach in cooler. Operator readjusted the products **Corrective Action Taken**
163246,6625216,35A-05-4,18076945,"High Priority - Roach activity present as evidenced by live roaches found. Observed  approximately 15 live roaches under a bag of onions that was on the kitchen floor , 2 live crawling from inside of a reach in cooler, 2live crawling from a container of flour , 3 crawling on the hallway wall ."
163247,6625216,01B-13-4,18076947,"High Priority - Stop Sale issued due to food not being in a wholesome, sound condition. Observed live roaches crawling on 5lb bag of onions and from a container of flour."
163248,6625216,41-25-4,18076959,High Priority - Tracking powder pesticide used inside establishment throughout the kitchen
163249,6625216,05-07-4,18076957,Intermediate - Food thermometer(s) not calibrated according to manufacturer's specifications. Performed thermometer calibration
163250,6625216,31A-03-4,18076961,Intermediate - Handwash sink not accessible for employee use due to items stored in the sink. Bucket/ utensils in the sink
163251,6625216,31B-03-4,18076938,Intermediate - No soap provided at handwash sink. **Repeat Violation**
163252,6625216,22-16-4,18076949,Intermediate - Reach-in cooler shelves soiled with food debris. **Repeat Violation**
163253,6625216,02C-02-4,18076944,"Intermediate - Ready-to-eat, potentially hazardous (time/temperature control for safety) food prepared onsite and held more than 24 hours not properly date marked. Observed container of egg rolls, pork, shrimp in the reach in cooler made yesterday per operator  **Repeat Violation**"
163584,6760306,16-21-4,18066327,Basic - Accumulation of debris on exterior of warewashing machine. **Warning**
163585,6760306,36-75-4,18066315,"Basic - Build-up of soil/debris on the floor under shelving.
Prep areas,cook line and dry storage  **Warning**"
163586,6760306,36-34-5,18066314,"Basic - Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance.
Prep room by the walk in cooler  **Warning**"
163587,6760306,14-09-4,18066326,Basic - Cutting board has cut marks and is no longer cleanable. **Repeat Violation** **Warning**
163588,6760306,24-08-4,18066311,Basic - Equipment and utensils not properly air-dried - wet nesting. **Repeat Violation** **Warning**
163589,6760306,10-20-4,18066307,"Basic - In-use tongs stored on equipment door handle between uses.
Prep room cook line **Warning**"
163590,6760306,36-62-4,18066312,"Basic - Light not functioning.
Prep room  **Warning**"
163591,6760306,22-04-4,18066320,Basic - Lime scale build-up inside ice machine. **Warning**
163592,6760306,16-46-4,18066310,Basic - Old labels stuck to food containers after cleaning. **Repeat Violation** **Warning**
163593,6760306,25-06-4,18066304,"Basic - Single-service articles not stored inverted or protected from contamination.
Front counter to g containers  **Repeat Violation** **Warning**"
163594,6760306,23-12-4,18066313,Basic - Walk-in cooler and/or walk-in freezer shelves soiled with encrusted food debris. **Warning**
163595,6760306,14-17-4,18066325,Basic - Walk-in cooler/freezer shelves with rust that has pitted the surface. **Repeat Violation** **Warning**
163596,6760306,36-27-5,18066324,"Basic - Wall soiled with accumulated grease, food debris, and/or dust.
Prep areas and ware washing area  **Warning**"
163597,6760306,42-01-4,18066322,Basic - Wet mop not stored in a manner to allow the mop to dry. **Warning**
163598,6760306,21-12-4,18066317,Basic - Wet wiping cloth not stored in sanitizing solution between uses. **Warning**
163599,6760306,21-08-4,18066328,"Basic - Wiping cloth quaternary ammonium compound sanitizing solution not at proper minimum strength.
As per Quaternary chemical test kit sanitizer water 0ppm.  **Warning**"
163600,6760306,03D-02-4,18066321,"High Priority - Cooked potentially hazardous (time/temperature control for safety) food not cooled from 135 degrees Fahrenheit to 41 degrees Fahrenheit within 6 hours.
On walk in cooler observed cooked chicken as per operator food held overnight at 48°F /46°F. Operator discarded during inspection.  **Warning**"
163601,6760306,12A-28-4,18066308,"High Priority - Employee touched soiled apron/clothes and then engaged in food preparation, handled clean equipment or utensils, or touched unwrapped single-service items without washing hands. **Warning**"
163602,6760306,35A-02-5,18066306,"High Priority - Live, small flying insects in kitchen, food preparation area, or food storage area.
Observed approximately 20 live flies by the dishwasher machine area located at prep and cook area, approximately 20 live flies on dry storage ceiling , approximately 50 live flies on dry storage room by the exit door. **Warning**"
163603,6760306,01B-02-4,18066305,"High Priority - Stop Sale issued on potentially hazardous (time/temperature control for safety) food due to temperature abuse.
On walk in cooler observed cooked pork as per operator food held overnight at 48°F /46°F  **Warning**"
163604,6760306,31A-03-4,18066318,"Intermediate - Handwash sink not accessible for employee use due to items stored in the sink.
By the dishwasher machine soiled wiping cloth  **Warning**"
163605,6760306,02B-01-4,18066316,"Intermediate - Menu does not identify which items contain raw or undercooked animal foods covered by the consumer advisory.
Smoked salmon  **Repeat Violation** **Warning**"
163606,6760306,05-08-4,18066309,Intermediate - No probe thermometer provided to measure temperature of food products. **Repeat Violation** **Warning**
163607,6760306,53B-01-5,18066319,"Intermediate - No proof of required state approved employee training provided for any employees. To order approved program food safety material, call DBPR contracted provider:  Florida Restaurant and Lodging Association (SafeStaff) 866-372-7233.
Call back pending based on a previous complaint 2018049806 for 11/28/2018 **Warning**"
163608,6760306,03D-16-4,18066323,"Intermediate - Potentially hazardous (time/temperature control for safety) food covered while cooling.
In walk in cooler observed; potatoes salad,chill meat and marinara sauce. potatoes salad  (46°F at 14:45pm / 43°F - at 15:10pm Cooling);  (marinara sauce (127°F at 14:45pm / 123°F at 15:10 pm Cooling) Chill meat  at 140°F, employee removed from the walk in cooler to the prep area to refresh it a bit more. 

Also observed foods stacked on top of one another.  Employee removed covers and removed extra food.  **Corrected On-Site** **Warning**"
164622,6634626,16-21-4,18080087,Basic - Accumulation of debris on exterior of warewashing machine. Observed at top portion of warewashing machine. **Warning**
164623,6634626,24-05-4,18080081,"Basic - Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner. Observed pots located on shelving near warewashing area. **Warning**"
164624,6634626,50-09-4,18080090,Basic - Current Hotel and Restaurant license not displayed. Not observed or provided at the time of inspection. **Warning**
164625,6634626,08B-38-4,18080082,Basic - Food stored on floor. Observed plastic water bottles stored on floor inside side storage room area. **Warning**
164626,6634626,14-69-4,18080080,Basic - Ice buildup in reach-in freezer. Located inside side storage room area. **Warning**
164627,6634626,10-20-4,18080086,Basic - In-use tongs stored on equipment door handle between uses. Observed on oven door handle. **Warning**
164628,6634626,22-41-4,18080091,High Priority - Dishmachine chlorine sanitizer not at proper minimum strength. Discontinue use of dishmachine for sanitizing and set up manual sanitization until dishmachine is repaired and sanitizing properly. Tested chlorine sanitizer solution at dishmachine at 0ppm. **Warning**
164629,6634626,35A-02-5,18080089,"High Priority - Live, small flying insects in kitchen, food preparation area, or food storage area. 
Observed approximately 5 live flies flying in warewashing area where three compartment sink, dishmachine and dry storage racks area kept.

Observed approximately 8 live flies flying in kitchen/food preparation area. Observed flies landing on cutting boards, microwaves, kitchen utensils and prep counters within main kitchen.
 **Warning**"
164630,6634626,01D-01-4,18080083,High Priority - Nonexempt fish offered raw or undercooked has not undergone proper parasite destruction. Fish must be fully cooked or discarded. As per operator establishment serves raw ceviche using snapper no parasite destruction Letter/notice provided. **Warning**
164631,6634626,31A-09-4,18080084,Intermediate - Handwash sink not accessible for employee use at all times. Observed handwash sink being blocked by reach in cooler unit located towards front service counter. **Warning**
164632,6634626,31A-03-4,18080085,Intermediate - Handwash sink not accessible for employee use due to items stored in the sink. Observed a plastic container stored inside handwash sink near three compartment sink towards back kitchen area. **Warning**
164633,6634626,53A-01-6,18080079,Intermediate - Manager lacking proof of food manager certification.  A list of accredited food manager certification examination providers can be found at http://www.myfloridalicense.com/DBPR/hotels-restaurants/food-lodging/food-manager/. None provided at the time of inspection. **Warning**
164634,6634626,02B-01-4,18080093,Intermediate - Menu does not identify which items contain raw or undercooked animal foods covered by the consumer advisory. Observed fish ceviche offered on the menu which as per operator is prepared using raw fish. **Warning**
164635,6634626,16-35-4,18080092,"Intermediate - No chlorine chemical test kit provided when using chlorine sanitizer at three-compartment sink/warewashing machine. None provided at the time of inspection for testing chlorine solution at dishmachine, as well as none provided for testing quaternary solution used at three compartment sink. **Warning**"
164636,6634626,31B-02-4,18080094,Intermediate - No paper towels or mechanical hand drying device provided at handwash sink. None provided at handwash sinks located next to three compartment sink or at front service counter. **Repeat Violation** **Warning**
164637,6634626,31B-03-4,18080088,Intermediate - No soap provided at handwash sink. None provided at handwash sinks located behind front service counter. **Warning**
165223,6683194,36-32-5,18067390,Basic - Ceiling/ceiling tile shows damage or is in disrepair.Observed ceiling tile water damage above the cook line and the dish area.
165224,6683194,16-13-4,18067396,"Basic - Equipment and utensils not washed, rinsed and sanitized in the correct order in three-compartment sink. Do not use dishes/equipment not properly sanitized.Observed triple sink missing the rinse sink. **Corrected On-Site** **Repeat Violation**"
165225,6683194,36-47-5,18067393,"Basic - Hood soiled with accumulated grease, dust or food debris."
165226,6683194,31B-04-4,18067392,Basic - No handwashing sign provided at a hand sink used by food employees.Prep kitchen
165227,6683194,29-27-4,18067391,Basic - No mop sink or curbed cleaning facility provided.
165228,6683194,29-08-4,18067388,Basic - Plumbing system in disrepair.Observed the triple sink spray hose and the faucet repaired with tape.
165229,6683194,06-04-4,18067394,Basic - Potentially hazardous (time/temperature control for safety) food thawed at room temperature.Observed beans and soup stored on the counter thawing in the prep kitchen.
165230,6683194,14-67-4,18067385,Basic - Reach-in cooler gasket torn/in disrepair.Small white reach in cooler  located in the prep kitchen.
165231,6683194,23-09-4,18067389,Basic - Soiled reach-in cooler gaskets.Small Reach in cooler located in the prep kitchen.
165232,6683194,35A-05-4,18067395,High Priority - Roach activity present as evidenced by live roaches found.Observed approximately 5 live roaches crawling inside of the torn reach in cooler gasket located in the prep kitchen inside of the kitchen area.
165233,6683194,29-34-4,18067387,High Priority - Vacuum breaker missing at hose bibb or on fitting/splitter added to hose bibb.Hose Bibb next to the dirty storage area.
165234,6683194,29-42-4,18067386,High Priority - Vacuum breaker missing at mop sink faucet or on fitting/splitter added to mop sink faucet.
165235,6683194,31A-02-4,18067397,Intermediate - Handwash sink not accessible for employee use due to being blocked by speed rack.Observed the speed rack stored in the kitchen blocking the hand wash sink. **Corrected On-Site**
165432,6602886,24-05-4,18073345,"Basic - Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner in dishwashing area shelves."
165433,6602886,14-11-4,18073338,"Basic - Equipment in poor repair.
Torn gaskets at Reachin freezer in front of cookline.
Lid in disrepair in front counter area chest freezer and in dry storage room chest freezer nearest to ice machine area."
165434,6602886,35B-01-4,18073350,Basic - Exterior door has a gap at the threshold that opens to the outside. Side doors not tight fitting or sealing.
165435,6602886,08B-38-4,18073341,"Basic - Food stored on floor.
Plastic water bottles and soda bottles stored on the floor in dry storage room closest to side door.
Soda boxes on floor in dry storage room near kitchen entryway."
165436,6602886,36-24-5,18073339,Basic - Hole in or other damage to wall under ice bin in front counter area.
165437,6602886,38-07-4,18073344,"Basic - Lights in food preparation, food storage or warewashing area missing the proper shield, sleeve coatings or covers. In dry storage areas."
165438,6602886,23-05-4,18073348,Basic - Soil residue build-up on nonfood-contact surface. Top of chest freezers soiled.
165439,6602886,35A-04-4,18073347,"High Priority - Rodent activity present as evidenced by rodent droppings found. 
Observed approximately:
30 fresh rodent droppings under ice bin at soda machine in front counter area/cookline/prep area."
165440,6602886,22-20-4,18073343,Intermediate - Accumulation of black/green mold-like substance in the interior of the ice machine. **Repeat Violation**
165441,6602886,11-07-4,18073349,"Intermediate - Certified Food Manager or person in charge lacks knowledge of foodborne illnesses and symptoms of illness that would prevent an employee from working with food, clean equipment and utensils, and single-service items. Reviewed Big Five. **Corrective Action Taken**"
165442,6602886,27-06-4,18073337,Intermediate - No hot running water at three-compartment sink. Water at 72F in bar area.
165443,6602886,53B-01-5,18073342,"Intermediate - No proof of required state approved employee training provided for any employees. To order approved program food safety material, call DBPR contracted provider:  Florida Restaurant and Lodging Association (SafeStaff) 866-372-7233."
165444,6602886,31B-03-4,18073346,Intermediate - No soap provided at handwash sink near dishwashing area. Soap provided. **Corrected On-Site**
165445,6602886,03F-10-4,18073340,Intermediate - No written procedures available for use of time as a public health control to hold potentially hazardous (time/temperature control for safety) food. For pizza served by the slice. Emailed Time as a public health control written procedure document.
166384,6758517,35A-06-4,18063284,"Basic - Accumulation of dead insects, other pests, in control devices. 

- 28 in tin foil container on table area next to 3 compartments sink **Warning**"
166385,6758517,36-37-4,18063281,"Basic - Ceiling not smooth, nonabsorbent and easily cleanable in food preparation, food storage, warewashing areas or bathroom, in kitchen/food prep area. **Repeat Violation** **Warning**"
166386,6758517,12B-07-4,18063283,"Basic - Employee beverage container on a food preparation table or over/next to clean equipment/utensils., water bottle on prep table with clean utensils. **Repeat Violation** **Warning**"
166387,6758517,40-06-4,18063282,"Basic - Employee personal items stored in or above a food preparation area, glasses on prep table in front of cookline with macaroni. (Operator removed glasses). **Corrected On-Site** **Warning**"
166388,6758517,11-23-4,18063279,"High Priority - Employee with infected sore/cut/burn/wound on exposed portion of the body without a dry cover on the wound is handling food, clean equipment or utensils, or unwrapped single-service items,  elbow. (Operator cover open wound with tape). **Corrected On-Site** **Warning**"
166389,6758517,35A-02-5,18063280,"High Priority - Live, small flying insects in kitchen, food preparation area, or food storage area,  approximately 

- 20 live flies flying around in dry storage area and landing on  unopened packages of food and food contact surfaces.
- 3 live flies in walk-in cooler
- 5 live flies landing on wall and carry out tin foil containers on shelf in prep area next to 3 compartments sink.
- 7 live flies on wall and rack by cookline.
- 15 live flies landing on clean pots in dishwashing area.
- 10 live flies landing on wall and ice machine next to walk-in coolers.
- 20  live flies on wall and flying around in hot box-storage area.
- 10  live flies landing on sanitized utensils in dishwashing area ( operator re-wash/rinse/sanitize utensils).
- 5 live flies landing on packaged rolls in prep/packaging area.
- 5 live flies landing on container with cookies prep / packaging area. **Repeat Violation** **Warning**"
166390,6758517,41-10-4,18063285,"High Priority - Toxic substance/chemical improperly stored, bottle labeled degreaser stored on storage rack with clean pots. Operator remove degreaser. **Corrected On-Site** **Warning**"
166422,6752414,08B-45-4,18038529,"Basic - Observed: Case/container/bag of food stored on floor in walk-in cooler/freezer. Ice bags, and chicken at walk in freezer. **Warning**
Priority: Basic"
166423,6752414,36-36-4,18038546,"Basic - Observed: Ceiling tile missing Behind walk in freezer area. **Warning**
Priority: Basic"
166424,6752414,21-17-4,18038532,"Basic - Observed: Clean linens stored on floor. **Warning**
Priority: Basic"
166425,6752414,36-03-4,18038544,"Basic - Observed: Cove molding at floor/wall juncture broken/missing at cookline near hand wash sink. **Warning**
Priority: Basic"
166426,6752414,35A-03-4,18038541,"Basic - Observed: Dead roaches on premises.
Observed Approximately:
3 dead roaches on cookline.
20 dead roaches in rear prep area.
4 dead roaches in restrooms.
**Warning**
Priority: Basic"
166427,6752414,40-07-4,18038548,"Basic - Observed: Employee personal items stored with or above food, clean equipment and utensils, or single-service items. Purse next to take
out containers in rear prep area **Warning**
Priority: Basic"
166428,6752414,22-22-4,18038533,"Intermediate - Observed: Encrusted material on can opener blade. **Warning**
Priority: Intermediate"
166429,6752414,14-11-4,18038531,"Basic - Observed: Equipment in poor repair. AC fan at walk in cooler
Top of chest freezer in rear prep area rusted.
Top of chest freezers repaired with duck tape in rear prep area. **Warning**
Priority: Basic"
166430,6752414,50-08-7,18038549,"High Priority - Observed: Establishment operating without a license from the Division of Hotels and Restaurants. Operator must obtain a public food
service license from the Division of Hotels and Restaurants within 30 days. Submit a license application and payment to DBPR/Bureau of Central
Intake Unit, 2601 Blair Stone Rd., Tallahassee, FL 32399-0783. To apply online or obtain an application for license visit http://
www.myfloridalicense.com/DBPR/hotels-restaurants/ **Warning**
Priority: High Priority"
166431,6752414,35B-01-4,18038543,"Basic - Observed: Exterior door has a gap at the threshold that opens to the outside.
Back doors are not tight fitting, or sealing. **Warning**
Priority: Basic"
166432,6752414,36-11-4,18038545,"Basic - Observed: Floors not maintained smooth and durable. Walk in freezer floors in disrepair jagged edges propped up to knee height.
Floors tiles broken in prep area. **Warning**
Priority: Basic"
166433,6752414,31A-07-4,18038537,"Intermediate - Observed: Handwash sink missing in a food preparation area. In rear prep area. No accessible hand was sink in separate bay not
included in plan review. Closest hand wash sink in bay next door is too far away. **Warning**
Priority: Intermediate"
166434,6752414,31A-03-4,18038536,"Intermediate - Observed: Handwash sink not accessible for employee use due to items stored in the sink. Pitcher stored in handwash sink at
cookline. **Warning**
Priority: Intermediate"
166435,6752414,38-07-4,18038547,"Basic - Observed: Lights in food storage and warewashing area missing the proper shield, sleeve coatings or covers. **Warning**
Priority: Basic"
