id,visitid,violation,details_id,obs
102680,6735100,35A-04-4,17981246,"High Priority - - From initial inspection : High Priority - Rodent activity present as evidenced by approximately 44 hard rodent droppings found: observed 3 hard rodent dropping's on the floor underneath dry storage shelf, observed approximately 30 hard rodent droppings on the floor by dish machine and dishes drying shelf, observed 5 hard rodent dropping's on the floor underneath cookline, 3 hard dropping's on diced tomato can and 3 hard dropping's on the floor at dry storage can rack. **Repeat Violation** **Warning**     - From follow-up inspection 2018-09-26: Observed no rodent dropping's during callback inspection but observed one live roach on wall at pick up counter. **Time Extended**"
102681,6735100,01B-02-4,17981241,"High Priority - - From initial inspection : High Priority - Stop Sale issued on potentially hazardous (time/temperature control for safety) food due to temperature abuse: Mashed potatoes 45°F-47 and salsa 45°F-47°F held overnight in walk-in cooler. **Repeat Violation** **Warning**     - From follow-up inspection 2018-09-26: Stop Sale issued on potentially hazardous (time/temperature control for safety) food due to temperature abuse: Fish Sausage 45°F-49°F, 44°F-47°F, Ribs 47°F-52°F, Gizzards 45°F-48°F, Chicken wings 47°F-51°F. **Time Extended**"
102682,6735100,22-20-4,17981242,Intermediate - - From initial inspection : Intermediate - Accumulation of black/green mold-like substance in the interior of the ice machine. **Warning**     - From follow-up inspection 2018-09-26: Accumulation of black/green mold-like substance in the interior of the ice machine. **Time Extended**
102683,6735100,02C-03-4,17981244,"Intermediate - - From initial inspection : Intermediate - Commercially processed ready-to-eat, potentially hazardous (time/temperature control for safety) food opened and held more than 24 hours not properly date marked after opening: Salsa per operator open Friday. **Repeat Violation** **Warning**     - From follow-up inspection 2018-09-26: Commercially processed ready-to-eat, potentially hazardous (time/temperature control for safety) food opened and held more than 24 hours properly date marked after opening. **Time Extended**"
102940,6679216,35A-03-4,17790494,"Basic - - From initial inspection : Basic - Dead roaches on premises. Observed 1 dead roach on hand wash sink near chicken prep, 1 dead roach on floor underneath chicken prep station, 1 dead roach on floor near three compartment sink, and 1 dead roach on floor near dish shelf. Observed manager discard. This violation must be complied by 7/17/18. **Repeat Violation** **Warning**     - From follow-up inspection 2018-07-17: Dead roaches on premises. Observed 2 dead roaches on floor behind reach-in freezer. Observed manager discard. This violation must be complied by 7/18/18. **Time Extended**"
102941,6679216,36-22-4,17790495,"Basic - - From initial inspection : Basic - Floor area(s) covered with standing water: near fryers, reach-in freezer, three compartment sink, and drive-thru area. **Repeat Violation** **Warning**     - From follow-up inspection 2018-07-17: Floor area(s) covered with standing water: near drive-thru. **Time Extended**"
102942,6679216,35A-02-5,17790493,"High Priority - - From initial inspection : High Priority - Live, small flying insects in kitchen, food preparation area, or food storage area. Observed a total of 24 live, small flying insects in kitchen. Observed 1 live, small flying insect on toast in prep station, 2 live, small flying insects near chicken prep, 2 live, small flying insects near reach-in freezer, 1 live, small flying insect on bread rack, 5 live, small flying insects near dish shelf, 2 live, small flying insects near back exit, 5 live, small flying insects near dry storage area, and 6 live, small flying insects near green supply shelf. This violation must be complied by 7/17/18. **Repeat Violation** **Warning**     - From follow-up inspection 2018-07-17: Live, small flying insects in kitchen, food preparation area, or food storage area. Observed a total of 12, live small flying insects in establishment. Observed 8 live, small flying insects in kitchen near green supply shelf, 1 live, small flying insect near chicken prep cooler, 1 live, small flying insect near reach-in freezer, and 2 live, small flying insect near front counter. This violation must be complied by 7/18/18. **Time Extended**"
102943,6679216,35A-05-4,17790496,"High Priority - - From initial inspection : High Priority - Roach activity present as evidenced by live roaches found. Observed 1 live roach on wall near reach-in freezer, 1 live roach on floor underneath wing prep station, 1 live roach on metal rack near dish shelf, and 1 live roach on wall near dish shelf. Observed manager discard. This violation must be complied by 7/17/18. **Warning**     - From follow-up inspection 2018-07-17: Roach activity present as evidenced by live roaches found. Observed 3 live roaches on the wall near reach-in freezer and 
1 live roach on bottom of reach-in freezer. Observed manager discard. This violation must be complied by 7/18/18. **Time Extended**"
103381,6671842,14-01-4,17767164,Basic - - From initial inspection : Basic - Bowl or other container with no handle used to dispense food: in shrimp. **Repeat Violation** **Warning**     - From follow-up inspection 2018-07-05: Bowl or other container with no handle used to dispense food: in shrimp.  **Time Extended**
103382,6671842,36-34-5,17767169,"Basic - - From initial inspection : Basic - Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance: kitchen ceiling and walk-in cooler ceiling. **Warning**     - From follow-up inspection 2018-07-05: Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance: kitchen ceiling, lobby vents  and walk-in cooler ceiling. **Time Extended**"
103383,6671842,28-02-4,17767156,"Basic - - From initial inspection : Basic - Condensation or other drainage not disposed of according to law.
Back of the building, condensation draining on the ground, observed poodles of water. **Warning**     - From follow-up inspection 2018-07-05: Condensation or other drainage not disposed of according to law.
Back of the building, condensation draining on the ground, observed poodles of water.  **Time Extended**"
103384,6671842,36-03-4,17767162,Basic - - From initial inspection : Basic - Cove molding at floor/wall juncture broken/missing: by walk-in cooler. **Warning**     - From follow-up inspection 2018-07-05: Cove molding at floor/wall juncture broken/missing: by walk-in cooler.  **Time Extended**
103385,6671842,50-09-4,17767158,Basic - - From initial inspection : Basic - Current Hotel and Restaurant license not displayed. **Warning**     - From follow-up inspection 2018-07-05: Current Hotel and Restaurant license not displayed.  **Time Extended**
103386,6671842,35A-03-4,17767163,Basic - - From initial inspection : Basic - Dead roaches on premises: observed one dead roach on the wall next to reach-in freezer and one dead roach on the floor underneath reach-in freezer. **Warning**     - From follow-up inspection 2018-07-05: 4 Dead roaches on premises in the following locations: observed two dead roaches on the floor in dry storage and two dead roaches on the floor underneath dish machine. **Time Extended**
103387,6671842,14-11-4,17767152,Basic - - From initial inspection : Basic - Equipment in poor repair: three compartment reach-in cooler door missing handle. **Warning**     - From follow-up inspection 2018-07-05: Equipment in poor repair: three compartment reach-in cooler door missing handle. **Time Extended**
103388,6671842,08B-12-4,17767157,"Basic - - From initial inspection : Basic - Food stored in holding unit not covered: bacon wrapped shrimp in reach-in freezer, bread crumbs underneath prep table. **Warning**     - From follow-up inspection 2018-07-05: Food stored in holding unit not covered: bacon wrapped shrimp in reach-in freezer, bread crumbs underneath prep table. **Time Extended**"
103389,6671842,33-29-4,17767154,"Basic - - From initial inspection : Basic - Grease receptacle lid open, broken, or missing: observed lid open. **Warning**     - From follow-up inspection 2018-07-05: Grease receptacle lid open, broken, or missing: observed lid open. **Time Extended**"
103390,6671842,05-09-4,17767160,"Basic - - From initial inspection : Basic - No conspicuously located ambient air temperature thermometer in holding unit.
Three compartment reach-in cooler. **Warning**     - From follow-up inspection 2018-07-05: No conspicuously located ambient air temperature thermometer in holding unit.
Three compartment reach-in cooler.  **Time Extended**"
103391,6671842,23-10-4,17767159,Basic - - From initial inspection : Basic - Walk-in cooler and/or walk-in freezer gaskets soiled with slimy/mold-like build-up: walk-in cooler. **Warning**     - From follow-up inspection 2018-07-05: Walk-in cooler and/or walk-in freezer gaskets soiled with slimy/mold-like build-up: walk-in cooler. **Time Extended**
103392,6671842,02D-01-5,17767155,Basic - - From initial inspection : Basic - Working containers of food removed from original container not identified by common name: in big white container at dry storage per operator sugar. **Warning**     - From follow-up inspection 2018-07-05: Working containers of food removed from original container not identified by common name: in big white container at dry storage per operator sugar. **Time Extended**
103393,6671842,07-08-4,17767168,High Priority - - From initial inspection : High Priority - Potentially hazardous (time/temperature control for safety) food re-served to customers: open and TCS ranch house dressing in long neck containers per operator re-serve to customers after cooling. **Admin Complaint**     - From follow-up inspection 2018-07-05: Observed no food re-serve to customers during callback inspection. **Admin Complaint**
103394,6671842,35A-05-4,17767151,"High Priority - - From initial inspection : High Priority - Roach activity present as evidenced by approximately 40 live roaches found in the following places: observed approximately 30 live roaches on the floor underneath dish machine drain board and approximately 10 live roaches on the floor and wall of reach-in freezer. **Warning**     - From follow-up inspection 2018-07-05: Roach activity present as evidenced by 8 live roaches found in the following places: observed one live roach on the floor in dry storage, two live roaches on the wall behind dry storage shelf and approximately 5 live roaches in drywall behind dry storage shelf. **Time Extended**"
103395,6671842,01B-14-4,17767167,"High Priority - - From initial inspection : High Priority - Shell eggs in use or stored with cracks or broken shells. See stop sale.
Observed one crack shell egg in walk-in cooler. **Warning**     - From follow-up inspection 2018-07-05: Shell eggs in use or stored with cracks or broken shells. See stop sale.
Observed one crack shell egg in walk-in cooler.  **Time Extended**"
103396,6671842,22-22-4,17767161,Intermediate - - From initial inspection : Intermediate - Encrusted material on can opener blade. **Warning**     - From follow-up inspection 2018-07-05: Encrusted material on can opener blade.  **Time Extended**
103397,6671842,31A-04-4,17767166,"Intermediate - - From initial inspection : Intermediate - Handwash sink removed from food preparation/dishwashing area. Must be reinstalled in the same location where removed.
Between dishmachine and three compartment sink. **Warning**     - From follow-up inspection 2018-07-05: Handwash sink removed from food preparation/dishwashing area. Must be reinstalled in the same location where removed.
Between dishmachine and three compartment sink.  **Time Extended**"
103398,6671842,52-01-4,17767165,"Intermediate - - From initial inspection : Intermediate - Identity of food or food product misrepresented: observed Pangasianodon hypophthalmus being offered as catfish nuggets and catfish filets per manager. Manager was unaware that is was not considered Catfish. 
Observed Gulf shrimp being offered on menu and when asked to see the box of gulf shrimp, cook showed me a box of Ecuadorian Shrimp, cook states that this is the shrimp used when gulf shrimp is ordered.  **Admin Complaint**     - From follow-up inspection 2018-07-05: Identity of food or food product misrepresented: observed Pangasianodon hypophthalmus being offered as catfish nuggets and catfish filets per manager. Manager was unaware that is was not considered Catfish. 
Observed Gulf shrimp being offered on menu and when asked to see the box of gulf shrimp, cook showed me a box of Ecuadorian Shrimp, cook states that this is the shrimp used when gulf shrimp is ordered. **Admin Complaint**"
103399,6671842,53B-09-4,17767153,"Intermediate - - From initial inspection : Intermediate - Required employee training provided by a third-party employee training program and operator unable to provide original certificate for employees trained.
For some employees: Kelly, Shery, Jack, Angela, Doran, Amanda and Robin. **Warning**     - From follow-up inspection 2018-07-05: Required employee training provided by a third-party employee training program and operator unable to provide original certificate for employees trained.
For some employees: Kelly, Shery, Jack, Angela, Doran, Amanda and Robin. **Time Extended**"
103400,6671883,14-01-4,17767941,Basic - - From initial inspection : Basic - Bowl or other container with no handle used to dispense food: in shrimp. **Repeat Violation** **Warning**     - From follow-up inspection 2018-07-05: Bowl or other container with no handle used to dispense food: in shrimp.  **Time Extended**     - From follow-up inspection 2018-07-06: Bowl or other container with no handle used to dispense food: in shrimp. **Time Extended**
103401,6671883,36-34-5,17767931,"Basic - - From initial inspection : Basic - Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance: kitchen ceiling and walk-in cooler ceiling. **Warning**     - From follow-up inspection 2018-07-05: Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance: kitchen ceiling, lobby vents  and walk-in cooler ceiling. **Time Extended**     - From follow-up inspection 2018-07-06: Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance: kitchen ceiling and walk-in cooler ceiling.  **Time Extended**"
103402,6671883,28-02-4,17767940,"Basic - - From initial inspection : Basic - Condensation or other drainage not disposed of according to law.
Back of the building, condensation draining on the ground, observed poodles of water. **Warning**     - From follow-up inspection 2018-07-05: Condensation or other drainage not disposed of according to law.
Back of the building, condensation draining on the ground, observed poodles of water.  **Time Extended**     - From follow-up inspection 2018-07-06: Condensation or other drainage not disposed of according to law.
Back of the building, condensation draining on the ground, observed poodles of water.  **Time Extended**"
103403,6671883,36-03-4,17767943,Basic - - From initial inspection : Basic - Cove molding at floor/wall juncture broken/missing: by walk-in cooler. **Warning**     - From follow-up inspection 2018-07-05: Cove molding at floor/wall juncture broken/missing: by walk-in cooler.  **Time Extended**     - From follow-up inspection 2018-07-06: Cove molding at floor/wall juncture broken/missing: by walk-in cooler.  **Time Extended**
103404,6671883,50-09-4,17767939,Basic - - From initial inspection : Basic - Current Hotel and Restaurant license not displayed. **Warning**     - From follow-up inspection 2018-07-05: Current Hotel and Restaurant license not displayed.  **Time Extended**     - From follow-up inspection 2018-07-06: Current Hotel and Restaurant license not displayed.  **Time Extended**
103405,6671883,35A-03-4,17767944,"Basic - - From initial inspection : Basic - Dead roaches on premises: observed one dead roach on the wall next to reach-in freezer and one dead roach on the floor underneath reach-in freezer. **Warning**     - From follow-up inspection 2018-07-05: 4 Dead roaches on premises in the following locations: observed two dead roaches on the floor in dry storage and two dead roaches on the floor underneath dish machine. **Time Extended**     - From follow-up inspection 2018-07-06: 8 Dead roaches on premises: observed 3 dead roaches on the floor next to reach-in cooler and walk-in cooler, three dead on the floor underneath dry storage shelf next to handwash sink, one dead roach on the floor next to cookline and one dead roach on the floor at waitress station. **Time Extended**"
103406,6671883,14-11-4,17767936,Basic - - From initial inspection : Basic - Equipment in poor repair: three compartment reach-in cooler door missing handle. **Warning**     - From follow-up inspection 2018-07-05: Equipment in poor repair: three compartment reach-in cooler door missing handle. **Time Extended**     - From follow-up inspection 2018-07-06: Equipment in poor repair: three compartment reach-in cooler door missing handle.  **Time Extended**
103407,6671883,08B-12-4,17767927,"Basic - - From initial inspection : Basic - Food stored in holding unit not covered: bacon wrapped shrimp in reach-in freezer, bread crumbs underneath prep table. **Warning**     - From follow-up inspection 2018-07-05: Food stored in holding unit not covered: bacon wrapped shrimp in reach-in freezer, bread crumbs underneath prep table. **Time Extended**     - From follow-up inspection 2018-07-06: Food stored in holding unit not covered: bacon wrapped shrimp in reach-in freezer, bread crumbs underneath prep table.  **Time Extended**"
103408,6671883,33-29-4,17767935,"Basic - - From initial inspection : Basic - Grease receptacle lid open, broken, or missing: observed lid open. **Warning**     - From follow-up inspection 2018-07-05: Grease receptacle lid open, broken, or missing: observed lid open. **Time Extended**     - From follow-up inspection 2018-07-06: Grease receptacle lid open, broken, or missing: observed lid open.  **Time Extended**"
103409,6671883,05-09-4,17767937,"Basic - - From initial inspection : Basic - No conspicuously located ambient air temperature thermometer in holding unit.
Three compartment reach-in cooler. **Warning**     - From follow-up inspection 2018-07-05: No conspicuously located ambient air temperature thermometer in holding unit.
Three compartment reach-in cooler.  **Time Extended**     - From follow-up inspection 2018-07-06: No conspicuously located ambient air temperature thermometer in holding unit.
Three compartment reach-in cooler.  **Time Extended**"
103410,6671883,23-10-4,17767926,Basic - - From initial inspection : Basic - Walk-in cooler and/or walk-in freezer gaskets soiled with slimy/mold-like build-up: walk-in cooler. **Warning**     - From follow-up inspection 2018-07-05: Walk-in cooler and/or walk-in freezer gaskets soiled with slimy/mold-like build-up: walk-in cooler. **Time Extended**     - From follow-up inspection 2018-07-06: Walk-in cooler and/or walk-in freezer gaskets soiled with slimy/mold-like build-up: walk-in cooler. **Time Extended**
103411,6671883,02D-01-5,17767942,Basic - - From initial inspection : Basic - Working containers of food removed from original container not identified by common name: in big white container at dry storage per operator sugar. **Warning**     - From follow-up inspection 2018-07-05: Working containers of food removed from original container not identified by common name: in big white container at dry storage per operator sugar. **Time Extended**     - From follow-up inspection 2018-07-06: Working containers of food removed from original container not identified by common name: in big white container at dry storage per operator sugar.  **Time Extended**
103412,6671883,07-08-4,17767933,High Priority - - From initial inspection : High Priority - Potentially hazardous (time/temperature control for safety) food re-served to customers: open and TCS ranch house dressing in long neck containers per operator re-serve to customers after cooling. **Admin Complaint**     - From follow-up inspection 2018-07-05: Observed no food re-serve to customers during callback inspection. **Admin Complaint**     - From follow-up inspection 2018-07-06: Observed no food re-serve to customers during callback inspection. **Admin Complaint**
103413,6671883,35A-05-4,17767934,"High Priority - - From initial inspection : High Priority - Roach activity present as evidenced by approximately 40 live roaches found in the following places: observed approximately 30 live roaches on the floor underneath dish machine drain board and approximately 10 live roaches on the floor and wall of reach-in freezer. **Warning**     - From follow-up inspection 2018-07-05: Roach activity present as evidenced by 8 live roaches found in the following places: observed one live roach on the floor in dry storage, two live roaches on the wall behind dry storage shelf and approximately 5 live roaches in drywall behind dry storage shelf. **Time Extended**     - From follow-up inspection 2018-07-06: Roach activity present as evidenced by 2 live roaches found in the following places: one live roach on the wall next to reach-in freezer and one live roach on the floor next to walk-in cooler. **Time Extended**"
103414,6671883,01B-14-4,17767929,"High Priority - - From initial inspection : High Priority - Shell eggs in use or stored with cracks or broken shells. See stop sale.
Observed one crack shell egg in walk-in cooler. **Warning**     - From follow-up inspection 2018-07-05: Shell eggs in use or stored with cracks or broken shells. See stop sale.
Observed one crack shell egg in walk-in cooler.  **Time Extended**     - From follow-up inspection 2018-07-06: Shell eggs in use or stored with cracks or broken shells. See stop sale.
Observed one crack shell egg in walk-in cooler.  **Time Extended**"
103415,6671883,22-22-4,17767932,Intermediate - - From initial inspection : Intermediate - Encrusted material on can opener blade. **Warning**     - From follow-up inspection 2018-07-05: Encrusted material on can opener blade.  **Time Extended**     - From follow-up inspection 2018-07-06: Encrusted material on can opener blade. **Time Extended**
103416,6671883,31A-04-4,17767928,"Intermediate - - From initial inspection : Intermediate - Handwash sink removed from food preparation/dishwashing area. Must be reinstalled in the same location where removed.
Between dishmachine and three compartment sink. **Warning**     - From follow-up inspection 2018-07-05: Handwash sink removed from food preparation/dishwashing area. Must be reinstalled in the same location where removed.
Between dishmachine and three compartment sink.  **Time Extended**     - From follow-up inspection 2018-07-06: Handwash sink removed from food preparation/dishwashing area. Must be reinstalled in the same location where removed.
Between dishmachine and three compartment sink.  **Time Extended**"
103417,6671883,52-01-4,17767930,"Intermediate - - From initial inspection : Intermediate - Identity of food or food product misrepresented: observed Pangasianodon hypophthalmus being offered as catfish nuggets and catfish filets per manager. Manager was unaware that is was not considered Catfish. 
Observed Gulf shrimp being offered on menu and when asked to see the box of gulf shrimp, cook showed me a box of Ecuadorian Shrimp, cook states that this is the shrimp used when gulf shrimp is ordered.  **Admin Complaint**     - From follow-up inspection 2018-07-05: Identity of food or food product misrepresented: observed Pangasianodon hypophthalmus being offered as catfish nuggets and catfish filets per manager. Manager was unaware that is was not considered Catfish. 
Observed Gulf shrimp being offered on menu and when asked to see the box of gulf shrimp, cook showed me a box of Ecuadorian Shrimp, cook states that this is the shrimp used when gulf shrimp is ordered. **Admin Complaint**     - From follow-up inspection 2018-07-06: Identity of food or food product misrepresented: observed Pangasianodon hypophthalmus being offered as catfish nuggets and catfish filets per manager. Manager was unaware that is was not considered Catfish. 
Observed Gulf shrimp being offered on menu and when asked to see the box of gulf shrimp, cook showed me a box of Ecuadorian Shrimp, cook states that this is the shrimp used when gulf shrimp is ordered.  **Admin Complaint**"
103418,6671883,53B-09-4,17767938,"Intermediate - - From initial inspection : Intermediate - Required employee training provided by a third-party employee training program and operator unable to provide original certificate for employees trained.
For some employees: Kelly, Shery, Jack, Angela, Doran, Amanda and Robin. **Warning**     - From follow-up inspection 2018-07-05: Required employee training provided by a third-party employee training program and operator unable to provide original certificate for employees trained.
For some employees: Kelly, Shery, Jack, Angela, Doran, Amanda and Robin. **Time Extended**     - From follow-up inspection 2018-07-06: Required employee training provided by a third-party employee training program and operator unable to provide original certificate for employees trained.
For some employees: Kelly, Shery, Jack, Angela, Doran, Amanda and Robin. **Time Extended**"
103995,6685934,36-34-5,17814697,"Basic - - From initial inspection : Basic - Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance: tiles. **Warning**     - From follow-up inspection 2018-07-25: Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance: tiles.  **Time Extended**"
103996,6685934,08B-12-4,17814700,Basic - - From initial inspection : Basic - Food stored in holding unit not covered: veggies stored open in walk-in cooler. **Warning**     - From follow-up inspection 2018-07-25: Food stored in holding unit not covered: veggies containers and pork stored open in walk-in cooler. **Time Extended**
103997,6685934,08B-38-4,17814699,Basic - - From initial inspection : Basic - Food stored on floor: bucket of seafood on walk-in cooler floor. **Repeat Violation** **Warning**     - From follow-up inspection 2018-07-25: Food stored on floor: bucket of seafood and produce on walk-in cooler floor. **Time Extended**
103998,6685934,36-14-4,17814698,Basic - - From initial inspection : Basic - Grease accumulated on kitchen floor and/or under cooking equipment: cookline **Warning**     - From follow-up inspection 2018-07-25: Grease accumulated on kitchen floor and/or under cooking equipment: cookline  **Time Extended**
103999,6685934,36-27-5,17814701,"Basic - - From initial inspection : Basic - Wall soiled with accumulated grease, food debris, and/or dust: throughout. **Warning**     - From follow-up inspection 2018-07-25: Wall soiled with accumulated grease, food debris, and/or dust: throughout.  **Time Extended**"
104000,6685934,35A-04-4,17814696,"High Priority - - From initial inspection : High Priority - Rodent activity present as evidenced by 88 rodent droppings found.
Observed approximately 50 hard rodent dropping on the floor and shelves in dry storage, 3 hard droppings on slicer rolling table, 5 hard droppings on the floor behind reach-in freezer, approximately 10 hard droppings on shelf below window next to three compartment sink, approximately 10 hard droppings on the floor underneath three compartment sink and dishmachine, 5 hard droppings on drying rack by dishmachine, 5 hard droppings on the floor underneath drying shelf next to reach-in cooler **Admin Complaint**     - From follow-up inspection 2018-07-25: Rodent activity present as evidenced by 6 rodent droppings found.
Observed one hard dropping on dry storage wall, 4 hard droppings on shelf next to reach-in freezer and one hard dropping underneath clean dish drying table next to dishmachine. **Admin Complaint**"
104001,6685934,22-28-4,17814702,Intermediate - - From initial inspection : Intermediate - Interior of reach-in cooler soiled with accumulation of food residue. **Repeat Violation** **Warning**     - From follow-up inspection 2018-07-25: Interior of reach-in cooler soiled with accumulation of food residue. * **Time Extended**
104002,6685934,22-06-4,17814695,Intermediate - - From initial inspection : Intermediate - Slicer blade soiled with old food debris. **Warning**     - From follow-up inspection 2018-07-25: Slicer blade soiled with old food debris.  **Time Extended**
107030,6675962,36-34-5,17780333,"Basic - - From initial inspection : Basic - Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance throughout kitchen.  **Repeat Violation** **Warning**     - From follow-up inspection 2018-07-12: Ceiling tiles soiled. **Time Extended**"
107031,6675962,14-09-4,17780331,Basic - - From initial inspection : Basic - Cutting board has cut marks and is no longer cleanable at hot holding line in kitchen.  **Warning**     - From follow-up inspection 2018-07-12: Cutting board has marks no longer to clean. **Time Extended**
107032,6675962,36-18-4,17780330,"Basic - - From initial inspection : Basic - Floor tiles cracked, broken or in disrepair throughout kitchen. Standing water in tiles.  **Repeat Violation** **Warning**     - From follow-up inspection 2018-07-12: Floor tiles cracked. **Time Extended**"
107033,6675962,36-14-4,17780328,Basic - - From initial inspection : Basic - Grease accumulated on kitchen floor and/or under cooking equipment at cook line.  **Warning**     - From follow-up inspection 2018-07-12: Grease is present.  **Time Extended**
107034,6675962,35A-02-5,17780329,"High Priority - - From initial inspection : High Priority - Live, small flying insects in kitchen, food preparation area, or food storage area. Around 75 small flying insects in dry storage area under shelving. 15 small flying insects on ground under soda machine in kitchen. 4 medium size flying insects on sneeze guard in buffet area.  **Warning**     - From follow-up inspection 2018-07-12: One live small flying insect in buffett area and two live small flying insects in the kitchen. **Time Extended**"
107035,6675962,52-01-4,17780332,Intermediate - - From initial inspection : Intermediate - Catfish being sold on menu is Swaii Fish. Spoke with operator about misrepresentation of fin fish.  **Admin Complaint**     - From follow-up inspection 2018-07-12: Menu has been changed to Katfish. **Admin Complaint**
107745,6716639,35A-03-4,17916631,"Basic - - From initial inspection : Basic - Approximately 30 dead roaches on premises: observed approximately 20 dead roaches on the floor underneath handwash sink, dish machine and three compartment sink, observed 5 dead roaches on the floor underneath prep table, observed three dead roaches on the floor by fryer and two dead roaches on the floor underneath oven. **Warning**     - From follow-up inspection 2018-08-30: Approximately 14 dead roaches on premises: observed approximately 5 dead roaches on floor underneath oven, three dead roaches underneath three compartment sink, three dead roaches on the floor underneath prep table, one dead on the floor underneath reach-in cooler and two dead on the floor by fryers.
Observed operator cleaning dead roaches. **Time Extended**"
107746,6716639,08B-38-4,17916628,Basic - - From initial inspection : Basic - Food stored on floor: bucket of pickles on walk-in cooler floor. **Warning**     - From follow-up inspection 2018-08-30: Food stored on floor: bucket of pickles and shrimp  on walk-in cooler floor. **Time Extended**
107747,6716639,22-19-4,17916623,Basic - - From initial inspection : Basic - Interior of microwave soiled with encrusted food debris. **Warning**     - From follow-up inspection 2018-08-30: Interior of microwave soiled with encrusted food  **Time Extended**
107748,6716639,05-09-4,17916630,Basic - - From initial inspection : Basic - No conspicuously located ambient air temperature thermometer in holding unit: reach-in cooler. **Warning**     - From follow-up inspection 2018-08-30: No conspicuously located ambient air temperature thermometer in holding unit: reach-in cooler. **Time Extended**
107749,6716639,31B-04-4,17916621,Basic - - From initial inspection : Basic - No handwashing sign provided at a hand sink used by food employees: by walk-in cooler **Warning**     - From follow-up inspection 2018-08-30: No handwashing sign provided at a hand sink used by food employees: by walk-in cooler  **Time Extended**
107750,6716639,02D-01-5,17916627,Basic - - From initial inspection : Basic - Working containers of food removed from original container not identified by common name: per operator flour. **Repeat Violation** **Warning**     - From follow-up inspection 2018-08-30: Working containers of food removed from original container not identified by common name: per operator flour.  **Time Extended**
107751,6716639,35A-05-4,17916625,"High Priority - - From initial inspection : High Priority - Roach activity present as evidenced by approximately 9 live roaches found: observed approximately 5 live roaches in wheel of oven, observed one live roach on wall behind fryer, observed two live roaches on the floor underneath shelf and one live roach on the floor underneath oven. **Warning**     - From follow-up inspection 2018-08-30: Roach activity present as evidenced by 3 live roaches found:
Observed one live roach on exterior reach-in cooler and two live roaches in bottom of reach-in cooler motor part.
 **Time Extended**"
107752,6716639,31A-09-4,17916626,"Intermediate - - From initial inspection : Intermediate - Handwash sink not accessible for employee use at all times: handwash sink next to dishmachine, observed dish dry storage shelf blocking handwash sink. **Warning**     - From follow-up inspection 2018-08-30: Handwash sink not accessible for employee use at all times: handwash sink next to dishmachine, observed dish dry storage shelf blocking handwash sink. **Time Extended**"
107753,6716639,22-28-4,17916620,Intermediate - - From initial inspection : Intermediate - Interior of reach-in cooler soiled with accumulation of food residue. **Warning**     - From follow-up inspection 2018-08-30: Interior of reach-in cooler soiled with accumulation of food residue. **Time Extended**
107754,6716639,31B-02-4,17916624,"Intermediate - - From initial inspection : Intermediate - No paper towels or mechanical hand drying device provided at handwash sink: by walk-in cooler.
 **Repeat Violation** **Warning**     - From follow-up inspection 2018-08-30: No paper towels or mechanical hand drying device provided at handwash sink: by walk-in cooler. **Time Extended**"
107755,6716639,31B-03-4,17916622,Intermediate - - From initial inspection : Intermediate - No soap provided at handwash sink: by ice machine. **Warning**     - From follow-up inspection 2018-08-30: No soap provided at handwash sink: by ice machine.  **Time Extended**
107756,6716639,22-16-4,17916629,Intermediate - - From initial inspection : Intermediate - Reach-in cooler shelves soiled with food debris. **Warning**     - From follow-up inspection 2018-08-30: Reach-in cooler shelves soiled with food debris.  **Time Extended**
111674,6726681,35A-05-4,17948712,High Priority - - From initial inspection : High Priority - Roach activity present as evidenced by live roaches found. Observed four live roaches near the a/c handler.  6 live roaches in the kitchen near the microwaves and reach in cooler. **Warning**     - From follow-up inspection 2018-09-14: Observed 6 live roaches in the kitchen behind reach in units and ice cream machine at the front counter. **Admin Complaint**
111675,6726681,53B-01-5,17948713,"Intermediate - - From initial inspection : Intermediate - No proof of required state approved employee training provided for any employees. To order approved program food safety material, call DBPR contracted provider:  Florida Restaurant and Lodging Association (SafeStaff) 866-372-7233. **Warning**     - From follow-up inspection 2018-09-14:  **Time Extended**"
112098,6735047,24-08-4,17984517,Basic - - From initial inspection : Basic - Equipment and utensils not properly air-dried - wet nesting. **Warning**     - From follow-up inspection 2018-09-26: Pans wet nested **Time Extended**
112099,6735047,14-38-4,17984519,Basic - - From initial inspection : Basic - Food storage container/container lid cracked or broken. Multiple cracked containers in establishment **Warning**     - From follow-up inspection 2018-09-26: Multiple Containers cracked **Time Extended**
112100,6735047,22-19-4,17984518,Basic - - From initial inspection : Basic - Interior of microwave soiled with encrusted food debris. **Warning**     - From follow-up inspection 2018-09-26: Observed interior of microwave soiled **Time Extended**
