county,licnum,sitename,streetaddy,cityaddy,zip
Brevard,1506314,Checkers Drive-In Restaurant,4840 Babcock Road,Palm Bay,32905
St. Johns,6501423,Amici Italian Restaurant,"1915 S A1A, Suite B",St Augustine,32080
Alachua,1101791,43 St Deli & Breakfast House,4401 NW 25 Pl #C,Gainesville,326066569
Marion,5203011,Dunkin Donuts,3622 West Silver Springs Blvd,Ocala,34475
Marion,5201058,Mcdonald's #7231,3595 W Silver Springs Blvd,Ocala,34475
Duval,2651492,Chunky Tomato,2533 Stonebridge Dr,Jacksonville,32223
Leon,4702457,Steak N Shake #354,3394 Capital Cir Ne,Tallahassee,32308
Okaloosa,5603444,China Taste,255 Miracle Strip Pkwy Se,Fort Walton Beach,32548
Escambia,2706460,Spice And Spirits,1 N New Warrington Road,Pensacola,32506
Collier,2103370,Bayshore Restaurant Bar & Grill,4000 Bayshore Drive Unit A,Naples,34112
Manatee,5103800,Pool Room Forty One,5106 14 St W,Bradenton,34207
Manatee,5100204,Sea Hut Restaurant,U S Hwy 19 & 55 Ave,Palmetto,34221
Lee,4650703,Three Girls Inc,11941 Bonita Beach Road,Bonita Springs,34135
Collier,2102846,Island Gypsy Cafe And Marina Bar,292 Capri Blvd,Naples,34113
Dade,2318923,Rincon Progreseno,1169 NW 36 St,Miami,331273014
Dade,2322946,Cayard's Bakery,12801 West Dixie Hwy,North Miami,33161
Broward,1620219,Japan Inn Ii,1798 Market Street,Weston,33326
Broward,1609252,Feijao Con Arroz Restaurant,559 E Sample Road,Pompano Beach,33064-4425
Broward,1623409,J's Kitchen,196 N Federal Hwy,Deerfield Beach,33441
Broward,1618748,Baires Grill,2210 Weston Road,Weston,33326
Pasco,6113070,Subway Restaurant,8925 State Road 52,Hudson,34667
Hillsborough,3952176,Whaleys Blazin BBQ,911 Tomlinson Dr,Lutz,33549
Pasco,6102388,Johnny's Pizza,13229 US Hwy 19,Hudson,34667
Volusia,7405384,Chases On The Beach,3401 S Atlantic Ave,New Smyrna Beach,32169
Orange,5811514,Mi Viejo San Juan,7229 E Colonial Dr,Orlando,32807
Orange,5814238,Lion's Pride,123 West Church Streeet,Orlando,32801
Orange,5813285,Ben's Dog House,4951 Internationall Dr K-95,Orlando,32819
Seminole,6903962,Maitland Breakfast Club Inc,"745 Orienta Ave, Suite 1061",Altamonte Springs,32701
Volusia,7407197,Hamburger Marys Daytona Llc,180 N Beach St,Daytona Beach,32114
Duval,2612817,Mr Snappers Fish & Chicken,808 Edgewood Ave N,Jacksonville,32254
St. Johns,6501234,Thai House & Sushi Bar,21 Hypolita St,Saint Augustine,32084
Duval,2613391,Uncle Genes Soul & Seafood Cafe,5123-4 Timuquana Road,Jacksonville,32210
Duval,2607704,Famous Amos Restaurant,3911 W University Blvd,Jacksonville,32217
Madison,5000107,Dennys Of Madison,I 10 & State Road 53,Madison,32340
Gadsden,3050059,Taqueria Mi Pueblito,1921 W Jefferson St,Quincy,32351
Manatee,5105248,Samurai Japanese Steak House,3611 1 St #110,Bradenton,34208
Manatee,5103447,Primo Ristorante,8076 N Tamiami Trl,Sarasota,342432057
Sarasota,6805197,The Breakfast House,1817 Fruitville Road,Sarasota,34236
Dade,2319474,El Don Pepe Restaurant Corp,9090 NW South River Dr #1-3,Miami,33166
Dade,2335703,Soya Sushi Bar,11402 NW 41 St # 101,Doral,33178
Broward,1620257,Golden Corral #873,9045 Pines Blvd,Pembroke Pines,33024
Broward,1619656,Tumi Restaurant,7926 W Sample Road,Margate,33065
Palm Beach,6019495,Golden Corral,10100 Fox Trail Road S,Royal Palm Beach,33411
Broward,1617917,Carrabba's Italian Grill,2501 University Dr,Coral Springs,33065
Broward,1623197,Giardinos Gourmet Salads,13775 W Sunrise Blvd,Sunrise,33323
Hillsborough,3951875,Cali Burger,117 Hyde Park Ave S,Tampa,33634
Pinellas,6200737,Munch Sundries,3920 S 6 St,St Petersburg,337053818
Pinellas,6217580,Umai Sushi,1712 Missouri Ave,Largo,33770
Orange,5811881,American Gyro Place,707 S Orange Blossom Trl,Orlando,32805
Orange,5813177,A-Aki Sushi Steakhouse,1400 W. Sandlake Road,Orlando,32809
Duval,2613985,Mcdonald's Restaurant,1003 Hwy 301 S,Baldwin,32234
Flagler,2800425,Hammock Dunes Clubhouse,30 Avenue Royale,Palm Coast,32137
Duval,2607266,Uncle Charlie,1977 Lane Ave,Jacksonville,322102741
Duval,2613793,Success Chinese Restaurant,7900 103 St #28,Jacksonville,32210-6660
Duval,2608683,Sliders,218 1 St,Neptune Beach,32266
Marion,5202992,Zaxby'S,6033 SW Hwy 200,Ocala,34481
Columbia,2200589,Costa Del Sol Latin Restaurant,2260 W US  Hwy 90,Lake City,32055
Duval,2615430,Jollibee # 47,11884 Atlantic Blvd,Jacksonville,32225
Leon,4703709,Da Khyber Grill,"2819 Mahan Dr , Suite 110",Tallahassee,32308
Lee,4606575,Pollo Tropical,17804  Ben Hill Griffin Pkwy,Fort Myers,33913
Manatee,5103954,New King Buffet Usa Inc,1429 8 Ave W,Palmetto,34221
Sarasota,6805553,Sweet Mom,1473 Main St,Sarasota,34236
Sarasota,6800276,Barnacle Bills Seafood N Trail,5050 N Tamiami Trl,Sarasota,342343875
Manatee,5105561,Wasabi Steakhouse,5770 Ranch Lake Blvd #116,Bradenton,34202
Broward,1609132,Bollywood Biryani,8270 Griffin Road,Davie,33328
Palm Beach,6021058,Firehouse Subs,1920 NE 5 Ave,Boca Raton,33431
Pinellas,6217046,Saki Endless Sushi & Hibachi Eatery,"2643 Gulf To Bay Blvd, Suite 1550-1560",Clearwater,33759
Hillsborough,3910069,On The Mark Catering Llc,401 S 50 St,Tampa,33619
Polk,6308290,Floria Seafood,1207 E Canal St,Mulberry,33860
Pinellas,6209306,Sharks Bar & Grill,"1479 Belcher Road S, Suite Pqrs",Largo,33771
Pasco,6150736,Whiney Abreu,3043 Clover Blossom,Land O' Lakes,34638
Polk,6303478,Ling's Buffet,4320 S Florida Ave,Lakeland,33813
Volusia,7407373,Double Barrel Grill Llc,2900 Bellevue Ave,Daytona Beach,32124
Orange,5814277,East Manor,"5600 W Colonial Dr , Suite 308",Orlando,32808
Orange,5813855,Yamasan Japanese Restaurant,1606 N Mills Ave,Orlando,32803
Duval,2609086,Jax Market Place Take-0Ut #1,614 Pecan Park Road,Jacksonville,32218
Duval,2609087,Jax Market Place Take Out #2,614 Pecan Park Road,Jacksonville,32218
Marion,5202762,Lees Famous Recipe Chicken,"9548 SW State Road 200, Suite 001",Ocala,34481
Escambia,2705972,Wings On The Go,9409 Hwy 98 W #10,Pensacola,32506
Bay,1304525,Regency Tower Enterprizes,5801 Thomas Drive,Panama City,32408
Escambia,2702596,Hardee's #1510,1570 W Fairfield,Pensacola,32501-1123
Okaloosa,5603321,Anglers Beachside Grill,1030 Miracle Strip Pkwy,Ft Walton Bch,32548
Bay,1305004,Dat Cajun Place Cafe,8501 Thomas Dr,Panama City Beach,32408
Dade,2313057,Cake's Thai Kitchen,7919 Biscayne Blvd,Miami,33138
Broward,1621986,Bap Bistro,149 NW 136 Ave,Sunrise,33325
Broward,1618290,Dragon Gourmet Buffet,1091 S University Dr,Plantation,33324
Broward,1615203,Norb's Moonshine & More,342 E Mcnab Road,Pompano Beach,33060
Pinellas,6200531,Gulfport Restaurant,2025 S 49 St,Gulfport,337074915
Hillsborough,3912424,Antijitos Latin Cravings,2300 W Columbus Dr,Tampa,33607
Hillsborough,3917258,Mcalister's Deli,4410 Boy Scout Blvd Suite 150,Tampa,33607
Polk,6307445,Il Forno Restaurant & Pizzeria,3615 S Florida Ave,Lakeland,33803
Pinellas,6216858,Harry's Kitchen,5300 Gulf Blvd,St. Pete Beach,33706
Orange,5852693,Planet Pizza Hot Dog No1 Vin #5905,14 W Washington St,Orlando,32801
Orange,5813098,Chai Thai Cuisine,13747 S John Young Pkwy,Orlando,32837
Orange,5800138,Steak N Shake Rest #73,2820 E Colonial Dr #073,Orlando,328035002
St. Lucie,6600105,Club Med Main Dining & Infinity Pool Bar,3500 SE Morningside Blvd,Port St Lucie,34952
Orange,5804816,Bryans Kitchen,13875 State Road 535,Orlando,328216369
Orange,5813266,Ta-Ke Sushi Bar Llc,1421 N Orange Ave,Orlando,32804
Duval,2611645,Athens Cafe,6271 St Augustine Road #7,Jacksonville,32217
Alachua,1103528,If It Is,104 S Main St,Gainesville,32601
Marion,5202067,Golden Corral,2111 SW College Road,Ocala,34471
Duval,2613186,Wendy's #75,12135 Lem Turner Road,Jacksonville,32218
Alachua,1103277,Red Wok,"24204 W Newberry Road, Suite F",Newberry,32669
Leon,4750450,Chile & Chili'S,6401 W Tennessee St,Tallahassee,32304
Lee,4607062,Ginza Sushi,4429 Cleveland Ave Unit 170,Fort Myers,33901
Hendry,3600472,Thomas Diner,1019 Harlem Academy,Clewiston,33440
Lee,4602606,Subway,4901 Palm Beach Blvd,Fort Myers,33905
Broward,1615087,Sheraton Suites Plantation,311 N University Dr,Plantation,33324
Broward,1624311,Asados El Paisa Broward,4828 N University Dr,Lauderhill,33351
Polk,6307888,Patio850,850 South Tennessee,Lakeland,33801
Polk,6301565,Subs N Such # 1,1008 S Florida Ave,Lakeland,338031118
Pinellas,6214729,Largo Family Restaurant,788 N Missouri Ave,Largo,33770
Polk,6308061,China Garden,1527 Bartow Road,Lakeland,33801
Brevard,1506433,Cheddar's Casual Cafe Inc,2130 W New Haven Ave,West Melbourne,32904
Volusia,7405556,Cajuncafegrill@Gmail.Com,1700 W Intl Speedway Blvd #140,Daytona Beach,32114
Orange,5811354,Catering By Motti,6807 Visitors Cir Unit I,Orlando,32819
Brevard,1504691,Straight Outta Philly Llc,"4657 US 1, Suite A",Rockledge,32955
Orange,5854590,Chilango's Tacos - Vin 07Ak,2640 Kunze Ave,Orlando,32806
Alachua,1102033,Looseys,120 SW 1 Ave,Gainesville,32601
Leon,4702922,California Chicken Grill,1904 W Pensacola St,Tallahassee,32304
Leon,4703759,Rev Cafe Tally Llc,1600 Miccosukee Road,Tallahassee,32304
Bay,1305398,Cool Running's Caribbean Cuisine,13312 Front Beach Road,Panama City Beach,32413
Sarasota,6802825,Prague,1551 Main St,Sarasota,34236
Manatee,5105509,Michelangelo Pizza,2957 University Pkwy,Sarasota,34243
Charlotte,1801357,Olympia Restaurant,3245 Tamiami Trail,Port Charlotte,33952
Highlands,3801045,China Buffet,"816 US 27 S, Suite A",Avon Park,33825
